impressions,clicks,ad_position,device_type,budget,ctr
3930,348,4,tablet,3014.6,0.08854961832061069
9146,171,7,desktop,9783.57,0.01869669801005904
9894,474,3,tablet,2070.15,0.04790782292298363
541,534,7,mobile,1153.77,0.9870609981515711
14578,367,8,mobile,7520.76,0.025174921114007407
4728,107,6,mobile,7037.98,0.02263113367174281
6470,439,6,mobile,8121.14,0.0678516228748068
9628,835,8,desktop,3468.72,0.08672621520565019
17432,227,8,tablet,9311.54,0.013022028453419
11665,444,7,desktop,1238.84,0.03806258036862409
8279,442,6,mobile,351.26,0.053388090349075976
16113,396,6,mobile,3040.61,0.024576428970396573
16943,728,10,mobile,7983.38,0.04296759723779732
492,492,6,mobile,6746.17,1.0
12230,84,8,desktop,4390.28,0.006868356500408831
18271,615,1,mobile,2599.72,0.033659898199332274
10549,551,5,tablet,639.76,0.05223243909375296
17622,13,3,desktop,3408.18,0.0007377142208602883
7518,809,8,mobile,4627.2,0.10760840649108805
2554,825,6,mobile,6885.89,0.3230227094753328
17861,693,2,desktop,6477.42,0.038799619282235034
15323,493,7,mobile,9476.08,0.03217385629445931
6801,268,7,desktop,1048.94,0.03940596971033671
2697,525,5,mobile,3396.58,0.1946607341490545
241,120,8,mobile,4841.7,0.4979253112033195
2759,970,5,mobile,6723.42,0.3515766582094962
9131,353,1,mobile,4979.74,0.038659511554046656
15137,57,9,desktop,9131.94,0.0037656074519389574
14070,40,4,mobile,6106.29,0.0028429282160625444
5761,886,2,desktop,444.67,0.15379274431522305
6242,336,4,desktop,1180.88,0.05382890099327139
12209,640,9,desktop,7547.28,0.052420345646654105
8887,173,2,mobile,7172.09,0.01946663666029031
10196,547,4,desktop,1577.3,0.053648489603766183
8572,259,2,mobile,636.14,0.030214652356509566
16907,888,5,mobile,5808.24,0.05252262376530431
4349,517,3,desktop,6375.6,0.11887790296619913
15049,730,10,mobile,1396.23,0.04850820652535052
1850,523,2,desktop,4762.51,0.2827027027027027
18451,894,9,mobile,3093.02,0.04845265839249905
4188,839,5,desktop,9316.49,0.20033428844317097
15382,117,10,mobile,2231.04,0.00760629306982187
19430,184,5,desktop,7345.94,0.009469891919711785
9741,906,1,tablet,5205.43,0.09300893132121958
5175,874,6,mobile,164.63,0.1688888888888889
10512,116,7,mobile,5194.14,0.011035007610350075
15786,162,1,desktop,1039.75,0.010262257696693273
7330,579,9,mobile,6607.67,0.07899045020463848
15532,712,8,mobile,5676.96,0.04584084470770023
11102,543,8,mobile,153.75,0.04891010628715547
14047,587,7,desktop,2086.69,0.04178828219548658
13786,237,5,desktop,7773.44,0.017191353547076745
18015,839,3,desktop,2793.94,0.046572300860394114
13174,66,9,desktop,5017.87,0.0050098679216638835
19474,70,7,desktop,3154.39,0.0035945363048166786
4593,809,10,mobile,9219.19,0.1761376006967124
17417,447,10,mobile,5388.94,0.025664580582189813
1560,416,8,mobile,6976.93,0.26666666666666666
14240,532,6,tablet,880.59,0.03735955056179775
19207,441,5,desktop,451.34,0.0229603790284792
10804,738,8,mobile,2629.32,0.06830803406145872
16769,946,3,desktop,3125.89,0.05641362037092253
16748,464,7,mobile,6892.42,0.02770480057320277
6916,921,2,desktop,5712.85,0.13316946211683053
11739,396,3,mobile,3777.07,0.0337337081523128
14524,711,2,mobile,6558.47,0.04895345634811347
14065,551,5,desktop,1677.48,0.03917525773195876
18246,657,7,desktop,681.72,0.036007892140743174
11340,557,10,mobile,8552.33,0.049118165784832454
140,140,10,mobile,5661.26,1.0
5927,326,1,desktop,6508.5,0.05500253079129408
8359,893,10,desktop,3107.06,0.10683096064122502
17471,919,9,desktop,3750.95,0.05260145383778834
14949,91,1,mobile,869.56,0.006087363703257743
16332,750,1,tablet,8577.03,0.04592211609110948
7904,70,10,desktop,5944.77,0.008856275303643725
19682,166,8,desktop,882.1,0.0084341022253836
5474,642,6,desktop,8055.07,0.11728169528681037
2624,214,6,mobile,4468.95,0.08155487804878049
9377,852,9,mobile,7662.76,0.09086061640183428
18963,601,4,desktop,175.57,0.031693297474028374
9985,335,8,mobile,335.96,0.03355032548823235
878,764,4,desktop,1749.29,0.8701594533029613
1592,369,2,mobile,2148.62,0.23178391959798994
17144,861,8,mobile,7651.36,0.05022165188987401
17832,584,7,mobile,7081.61,0.03275011215791835
13715,677,4,desktop,6180.08,0.04936201239518775
12232,49,9,mobile,8854.35,0.0040058862001308045
10278,52,9,desktop,2509.13,0.005059350068106636
7951,289,8,mobile,9048.83,0.036347629229027796
16388,790,1,desktop,9099.24,0.04820600439345863
7256,626,7,mobile,4370.88,0.08627342888643881
2144,239,5,mobile,989.14,0.11147388059701492
7468,133,7,desktop,7279.27,0.0178093197643278
13735,999,9,mobile,3402.44,0.07273389151801966
9268,786,2,mobile,7959.55,0.08480794130340959
17211,166,4,tablet,1678.72,0.009644994480274243
11428,374,4,mobile,5418.18,0.03272663633181659
13419,373,2,mobile,5105.33,0.02779640807809822
442,442,3,mobile,1048.13,1.0
1547,478,8,mobile,3665.16,0.3089851325145443
6681,755,9,mobile,893.32,0.11300703487501872
11951,479,6,mobile,4674.17,0.0400803280060246
6417,832,10,desktop,8436.9,0.12965560230637369
17010,650,2,mobile,2738.54,0.03821281599059377
10188,591,2,desktop,7660.38,0.05800942285041225
13046,682,7,mobile,1875.1,0.05227655986509275
16889,635,8,mobile,6753.66,0.03759843685238913
14667,688,8,mobile,9159.6,0.04690802481761778
14968,300,6,desktop,3273.08,0.020042757883484766
9865,82,10,desktop,9009.1,0.008312214901165738
12566,87,8,desktop,5078.94,0.006923444214547191
18330,225,1,mobile,3202.21,0.012274959083469721
17962,16,9,desktop,8970.26,0.0008907694020710388
10687,822,1,desktop,368.77,0.07691587910545522
871,358,3,mobile,328.79,0.41102181400688864
16400,163,9,mobile,6018.3,0.009939024390243903
8870,610,5,mobile,7977.67,0.06877113866967305
11193,668,9,desktop,7527.89,0.059680157241132854
13903,514,9,mobile,840.72,0.03697043803495648
293,293,6,desktop,9505.0,1.0
2107,909,1,mobile,7045.48,0.4314190792596108
17669,681,10,mobile,9493.66,0.03854207934801064
18878,464,7,mobile,3324.52,0.024578874880813645
11290,827,6,mobile,6954.69,0.07325066430469442
10084,837,9,mobile,8606.39,0.08300277667592225
9402,375,7,mobile,3835.62,0.0398851308232291
7529,92,4,desktop,9650.36,0.012219418249435517
2361,181,7,mobile,2686.68,0.07666243117323168
6816,743,2,mobile,3190.36,0.10900821596244131
9021,301,6,mobile,9207.27,0.0333665890699479
4478,660,6,mobile,9698.11,0.14738722644037516
7915,792,2,mobile,2887.7,0.10006317119393557
13878,189,4,mobile,1407.08,0.013618677042801557
19935,859,8,mobile,7602.6,0.04309004263857537
12828,862,8,mobile,9300.17,0.06719675709385718
10432,314,8,tablet,6027.1,0.030099693251533742
9936,493,8,mobile,6363.46,0.04961755233494364
2900,923,1,mobile,7641.29,0.3182758620689655
8433,922,2,mobile,1573.19,0.10933238467923634
5510,128,4,mobile,9736.02,0.02323049001814882
17939,519,9,desktop,3675.08,0.028931378560677852
5908,426,3,mobile,6300.99,0.07210561949898443
6896,559,6,mobile,4712.73,0.0810614849187935
10388,565,7,desktop,4708.4,0.05438968040046207
17809,187,8,mobile,7042.31,0.010500308832612723
17643,550,7,tablet,9946.89,0.031173836649095957
4750,453,3,desktop,6607.65,0.09536842105263157
5087,471,6,mobile,7950.89,0.09258895223117751
15300,988,5,mobile,324.78,0.0645751633986928
4797,738,10,mobile,8113.75,0.15384615384615385
16824,565,4,mobile,3034.76,0.03358297669995245
3928,911,1,mobile,1310.68,0.2319246435845214
18452,224,7,mobile,1177.67,0.012139605462822459
17187,154,8,tablet,6814.75,0.008960260662128353
12705,560,2,mobile,9976.29,0.0440771349862259
5582,351,7,desktop,6678.64,0.06288068792547474
18284,147,6,desktop,2660.36,0.008039816232771823
5563,905,5,desktop,2072.89,0.16268200611181016
13960,576,4,mobile,5283.27,0.04126074498567335
5012,349,2,mobile,697.14,0.06963288108539505
4748,182,10,desktop,4023.34,0.038331929233361414
955,637,6,desktop,6679.04,0.6670157068062827
2966,179,5,tablet,9678.24,0.06035064059339177
11934,39,2,desktop,4285.25,0.0032679738562091504
16394,772,10,mobile,2042.23,0.0470903989264365
16666,894,7,mobile,8182.76,0.05364214568582743
3212,3,6,mobile,7454.79,0.0009339975093399751
4592,64,9,desktop,8604.05,0.013937282229965157
15214,29,10,mobile,2186.45,0.001906139082424083
1617,372,5,desktop,4078.08,0.2300556586270872
16118,523,9,tablet,9816.47,0.032448194565082515
17840,97,9,desktop,1622.52,0.005437219730941704
11531,870,1,mobile,6730.94,0.0754487902176741
8310,442,5,mobile,2409.99,0.05318892900120337
11695,203,9,desktop,5026.58,0.01735784523300556
12971,411,7,mobile,8015.07,0.031686068922982036
12843,993,6,mobile,4911.43,0.0773183835552441
9424,21,6,mobile,8064.54,0.0022283531409168084
11631,551,7,mobile,4292.03,0.047373398675952194
6688,735,1,mobile,9993.56,0.10989832535885168
3411,102,4,tablet,4386.49,0.02990325417766051
1087,46,1,tablet,1536.33,0.04231830726770929
3421,66,6,tablet,4048.6,0.01929260450160772
15912,603,4,mobile,7438.8,0.03789592760180995
4715,164,1,tablet,8486.98,0.034782608695652174
15612,971,9,tablet,4628.03,0.06219574686138868
13246,111,4,tablet,5965.04,0.008379888268156424
13754,338,6,desktop,8456.66,0.024574669187145556
3152,123,7,desktop,8144.78,0.03902284263959391
826,705,8,mobile,6594.35,0.8535108958837773
3860,447,9,desktop,8159.52,0.11580310880829016
1975,611,9,mobile,5780.31,0.30936708860759493
14069,291,8,mobile,96.25,0.020683772833890113
4133,671,10,tablet,460.6,0.16235180256472295
5543,412,3,mobile,9799.09,0.07432798123759697
17473,615,2,mobile,1492.67,0.03519716133463057
3844,897,5,tablet,4074.94,0.2333506763787721
17077,281,1,tablet,9341.42,0.016454880833870117
1874,43,3,mobile,1990.64,0.02294557097118463
10751,486,1,desktop,8445.72,0.04520509720026044
1035,596,3,mobile,8191.76,0.5758454106280193
13495,963,4,mobile,9863.98,0.07135976287513894
3908,703,7,mobile,2852.73,0.17988741044012282
16815,51,5,mobile,3187.49,0.0030330062444246207
11741,898,5,mobile,9033.64,0.07648411549271783
19186,210,1,mobile,2379.09,0.010945481079954134
14476,126,8,tablet,5501.61,0.008704061895551257
5989,492,4,desktop,7088.08,0.08215060945065954
5154,509,10,desktop,2755.25,0.0987582460225068
3968,960,5,desktop,9387.21,0.24193548387096775
16685,970,2,mobile,6673.69,0.05813605034462092
18981,581,1,tablet,519.04,0.0306095569253464
1942,777,9,desktop,1400.59,0.4001029866117405
10158,258,2,mobile,1948.28,0.025398700531600708
9201,930,6,mobile,2487.33,0.10107597000326052
12597,188,1,desktop,7320.24,0.014924188298801301
4758,230,1,desktop,934.91,0.04833963850357293
11481,189,9,desktop,3538.42,0.01646198066370525
7644,415,4,mobile,9118.26,0.054290947148090005
7818,10,9,mobile,5588.84,0.0012790995139421847
13951,114,5,mobile,2691.69,0.008171457243208372
17254,76,7,desktop,9572.71,0.004404775704184537
19639,676,1,mobile,2480.94,0.0344213045470747
11877,502,6,mobile,9055.74,0.04226656563105161
1728,85,8,mobile,7271.41,0.04918981481481482
486,49,1,desktop,7418.18,0.10082304526748971
6131,495,9,mobile,7661.15,0.08073723699233404
6539,838,3,mobile,5090.36,0.12815415201101085
13492,689,1,desktop,8155.06,0.05106729914023125
18950,387,1,tablet,8370.12,0.0204221635883905
2382,970,6,mobile,3636.84,0.4072208228379513
1956,389,6,mobile,4033.43,0.19887525562372188
15770,218,1,tablet,8893.13,0.013823715916296766
2098,701,3,mobile,5271.06,0.3341277407054338
5576,981,7,desktop,8676.09,0.1759325681492109
9528,346,10,desktop,6286.36,0.03631402183039462
4769,230,3,mobile,5956.0,0.04822814007129377
12436,255,3,desktop,358.26,0.02050498552589257
9442,236,3,desktop,2815.05,0.024994704511755984
7164,26,7,mobile,5045.47,0.0036292573981016193
7546,584,4,mobile,5893.81,0.0773919957593427
17915,261,4,tablet,6322.82,0.01456879709740441
5724,766,3,mobile,7176.42,0.13382250174703006
7561,271,10,desktop,6579.52,0.035841819865097206
1919,123,9,desktop,8493.34,0.06409588327253778
10616,656,2,mobile,2989.93,0.06179351921627732
13849,257,4,desktop,6433.62,0.018557296555707994
17614,656,8,tablet,559.04,0.03724310207789259
2758,421,6,mobile,4827.89,0.15264684554024655
3600,259,7,mobile,2716.93,0.07194444444444445
2220,948,7,tablet,3839.83,0.42702702702702705
4120,47,2,mobile,3578.89,0.011407766990291262
10313,863,4,mobile,651.29,0.0836807912343644
3359,525,10,tablet,4693.13,0.1562965168204823
10181,888,10,desktop,9946.56,0.08722129456831353
1923,208,6,tablet,3024.41,0.10816432657306292
17958,311,3,mobile,7374.65,0.01731818688049894
18726,747,9,mobile,5500.49,0.03989106055751362
13567,149,4,mobile,3285.99,0.010982531141740989
19727,834,10,desktop,941.59,0.04227708217164292
7090,438,2,desktop,2197.79,0.0617771509167842
3234,155,6,mobile,7829.44,0.0479282622139765
18554,678,1,mobile,2826.25,0.036541985555675324
16843,90,6,desktop,1485.81,0.005343466128361931
15534,698,10,mobile,3346.42,0.04493369383288271
15107,830,1,mobile,5861.23,0.05494141788574833
10333,358,8,tablet,7049.46,0.03464627891222297
16478,174,5,mobile,3904.28,0.010559533924019905
1241,217,6,desktop,5006.56,0.17485898468976632
18119,907,2,desktop,4576.42,0.0500579502180032
10235,456,2,mobile,139.58,0.044553004396678066
13066,776,9,mobile,3986.22,0.05939078524414511
3461,609,3,mobile,5893.83,0.17596070499855532
7935,629,6,desktop,5720.95,0.07926906112161311
11272,199,10,mobile,7510.19,0.017654364797728885
16490,832,5,desktop,6720.24,0.05045482110369921
3367,486,4,tablet,2804.23,0.14434214434214435
6664,533,10,tablet,2593.65,0.07998199279711884
19090,200,2,mobile,4668.21,0.010476689366160294
11511,371,8,desktop,7343.05,0.03223004083050995
6006,959,10,tablet,983.58,0.15967365967365968
16128,853,7,mobile,9485.85,0.05288938492063492
19757,448,2,mobile,5454.37,0.022675507415093384
7711,248,6,mobile,3098.76,0.03216184671248865
17397,788,8,mobile,6949.24,0.045295165833189634
2111,264,7,desktop,495.02,0.1250592136428233
17926,58,1,mobile,4869.75,0.0032355238201495036
11346,302,5,desktop,4885.4,0.026617310065221222
13890,31,2,desktop,1661.65,0.0022318214542836573
11838,498,6,desktop,8382.01,0.04206791687785099
14830,249,7,desktop,7978.28,0.016790289952798382
11220,605,7,mobile,1569.69,0.05392156862745098
18313,777,3,desktop,3670.08,0.042428875662097965
8867,271,7,mobile,1049.27,0.03056276079846622
13803,606,5,mobile,8493.66,0.043903499239295804
1029,666,8,mobile,3267.04,0.6472303206997084
12051,394,8,tablet,4421.2,0.03269438220894531
15945,797,7,tablet,3272.53,0.04998432110379429
17538,502,6,mobile,3134.76,0.028623560269129888
15847,592,2,mobile,7485.66,0.037357228497507416
5844,804,6,desktop,7488.28,0.1375770020533881
18384,84,9,mobile,5201.99,0.0045691906005221935
9749,365,2,mobile,6593.29,0.03743973740896502
7080,886,1,desktop,5141.05,0.12514124293785311
7169,549,5,mobile,334.46,0.07657971823127353
9691,342,6,mobile,706.76,0.03529047569910226
19899,839,3,mobile,3868.22,0.04216292275993769
542,407,8,mobile,7509.98,0.7509225092250923
4752,425,7,mobile,9136.6,0.08943602693602694
9470,744,2,mobile,345.6,0.07856388595564942
7697,93,7,mobile,3711.9,0.012082629595946472
14425,848,1,mobile,2276.64,0.05878682842287695
4558,614,9,desktop,8161.29,0.13470820535322509
6691,412,7,tablet,8467.38,0.061575250336272605
16446,432,6,mobile,2103.77,0.026267785479751914
11926,678,2,desktop,7122.73,0.05685057856783498
18793,159,3,mobile,7330.97,0.008460597030809343
14238,14,1,mobile,1811.72,0.0009832841691248771
17394,373,10,mobile,4365.27,0.021444176152696334
2269,225,5,mobile,6222.36,0.0991626267078008
18656,505,9,desktop,309.36,0.027069039451114923
6413,73,6,mobile,4075.69,0.011383128021206923
8415,249,5,mobile,1591.83,0.029590017825311943
8136,511,3,desktop,5441.87,0.06280727630285153
885,603,5,mobile,8437.03,0.6813559322033899
6239,216,8,mobile,5271.3,0.03462093284180157
6444,973,2,mobile,408.04,0.1509931719428926
18900,602,5,mobile,345.09,0.03185185185185185
15073,541,6,mobile,6074.76,0.03589199230411995
5719,947,10,mobile,3313.42,0.16558838957859764
2036,817,8,mobile,5748.03,0.4012770137524558
3907,939,8,mobile,1678.19,0.2403378551318147
7251,988,5,desktop,7779.78,0.13625706799062198
9593,220,9,desktop,8614.16,0.022933388929427707
12455,840,4,tablet,8897.79,0.067442794058611
3336,727,9,tablet,3075.54,0.21792565947242207
15948,221,7,tablet,6624.32,0.013857536995234513
2452,389,6,desktop,2826.47,0.15864600326264275
2032,554,4,desktop,7639.43,0.27263779527559057
11013,647,2,mobile,1249.22,0.058748751475528924
8656,42,8,desktop,7639.51,0.004852125693160813
5598,676,6,mobile,4425.3,0.12075741336191496
10682,873,3,desktop,8562.72,0.08172626848904699
17430,283,7,mobile,7402.36,0.01623637406769937
13965,58,10,desktop,3796.37,0.004153240243465807
9669,814,7,mobile,9040.21,0.08418657565415244
17923,834,6,mobile,2869.2,0.046532388551023825
4957,537,2,mobile,9671.54,0.10833165220899738
440,73,8,mobile,7683.67,0.16590909090909092
11281,885,1,mobile,9907.21,0.07845049197766156
16866,923,1,mobile,586.35,0.05472548322068066
8591,129,6,mobile,2776.66,0.015015714119427308
238,238,5,mobile,7425.58,1.0
458,458,9,desktop,9226.38,1.0
9814,426,7,mobile,336.27,0.043407377216221725
19940,948,2,mobile,50.09,0.047542627883650955
1727,665,7,tablet,2599.61,0.3850607990735379
16096,694,3,mobile,8535.15,0.04311630218687873
5104,125,1,mobile,7683.17,0.024490595611285266
13383,67,8,mobile,3435.76,0.00500635134125383
6752,6,3,desktop,70.01,0.0008886255924170616
19654,637,8,mobile,5569.32,0.0324107051999593
2251,314,7,mobile,2417.66,0.13949355841848068
9529,326,2,desktop,7468.81,0.03421135481162766
14172,565,1,mobile,4491.18,0.03986734405870731
12027,578,7,desktop,6802.09,0.048058534962999916
7005,826,1,mobile,8530.47,0.1179157744468237
19318,506,6,mobile,5380.81,0.026193187700590124
12552,82,10,desktop,3392.76,0.006532823454429573
16312,599,10,mobile,7706.96,0.03672143207454635
19051,2,8,desktop,2688.61,0.00010498136580756916
1407,204,7,tablet,8920.61,0.14498933901918976
14952,662,4,mobile,760.71,0.04427501337613697
2760,805,1,tablet,8362.91,0.2916666666666667
10503,404,1,mobile,960.98,0.038465200418927925
10338,103,4,desktop,608.56,0.00996324240665506
6307,536,5,mobile,3664.41,0.08498493737117488
19646,368,7,mobile,9567.67,0.018731548406800365
1240,212,4,mobile,9835.69,0.17096774193548386
1808,577,10,mobile,2060.6,0.31913716814159293
3730,961,1,mobile,1528.94,0.2576407506702413
19695,209,10,tablet,3561.89,0.010611830413810612
10585,763,7,desktop,3404.01,0.07208313651393482
12121,897,2,mobile,7607.95,0.07400379506641366
16959,117,2,mobile,4467.79,0.006898991685830532
7784,628,8,desktop,7809.84,0.08067831449126413
1307,749,10,mobile,7499.7,0.5730680948737567
13431,478,10,mobile,5804.19,0.035589308316581046
2060,105,10,mobile,8343.45,0.050970873786407765
657,495,5,mobile,1996.7,0.7534246575342466
15983,771,10,mobile,1660.01,0.04823875367578052
13993,46,2,desktop,7518.97,0.003287357964696634
982,823,5,desktop,2485.73,0.8380855397148677
4861,331,8,mobile,77.8,0.06809298498251388
5967,216,6,tablet,9124.0,0.03619909502262444
12969,982,3,mobile,6248.22,0.07571902228390778
7266,960,8,mobile,4477.13,0.13212221304706853
13082,492,9,mobile,7271.08,0.03760892829842532
8029,813,5,mobile,3366.65,0.10125793996761738
5447,922,2,mobile,9538.98,0.16926748668992106
7369,845,2,mobile,732.77,0.11466956167729678
13627,449,7,mobile,6427.43,0.03294929184706832
2554,536,1,mobile,7784.03,0.20986687548942834
18430,511,10,desktop,4717.8,0.02772653282691264
13091,458,2,desktop,7561.94,0.034985868153693374
2908,547,10,mobile,9272.76,0.18810178817056397
6742,536,4,desktop,7452.74,0.07950163156333433
3925,540,1,tablet,3128.2,0.1375796178343949
3636,484,4,desktop,5640.37,0.1331133113311331
15409,976,10,mobile,9120.46,0.0633396067233435
3902,16,5,mobile,4518.52,0.004100461301896463
18454,571,9,desktop,6832.9,0.0309418012355045
6242,977,1,mobile,4681.87,0.15652034604293497
19303,243,5,mobile,1257.37,0.012588716779775164
9194,950,2,mobile,633.05,0.10332825755927778
464,207,9,desktop,9525.13,0.44612068965517243
19603,912,6,desktop,6144.79,0.04652349130235168
15788,271,2,mobile,1082.96,0.017164935393970102
1963,761,3,mobile,8581.51,0.3876719307182883
16599,994,8,tablet,5250.8,0.05988312548948732
7184,779,1,mobile,7730.72,0.10843541202672606
8116,705,3,mobile,1311.22,0.08686545096106456
2484,847,10,mobile,9073.76,0.34098228663446056
15172,730,1,desktop,5925.83,0.04811494858950699
4035,115,8,desktop,7395.69,0.028500619578686492
13227,580,1,tablet,362.23,0.043849701368413097
14582,299,5,mobile,3187.28,0.02050473186119874
7842,837,4,mobile,2711.08,0.10673297628156082
16265,483,7,mobile,9498.47,0.029695665539501998
2590,397,5,desktop,1894.12,0.1532818532818533
13424,394,8,mobile,7085.16,0.029350417163289632
18208,75,1,mobile,475.4,0.004119068541300527
19251,978,5,desktop,2016.96,0.05080255571139162
1237,482,4,mobile,3419.04,0.3896523848019402
3520,103,3,mobile,7955.33,0.029261363636363637
5945,297,5,desktop,7910.27,0.04995794785534062
4006,178,10,mobile,9528.39,0.044433349975037444
19437,215,3,mobile,9171.84,0.011061377784637547
12513,967,8,mobile,861.07,0.07727962918564693
376,315,3,mobile,8307.18,0.8377659574468085
18483,39,1,mobile,4539.18,0.0021100470702807984
17711,259,9,desktop,8665.57,0.014623680198746542
6437,716,9,mobile,938.4,0.11123194034488115
12044,7,6,tablet,8236.55,0.0005812022583859183
16006,49,10,mobile,1638.44,0.003061351993002624
17179,538,1,mobile,3371.72,0.0313173060131556
12406,161,8,mobile,337.04,0.012977591487989682
10603,869,2,desktop,1281.09,0.08195793643308498
19325,176,9,mobile,4484.97,0.009107373868046572
4308,591,8,desktop,8192.47,0.1371866295264624
11690,2,3,desktop,7748.01,0.00017108639863130882
10986,895,5,tablet,2391.21,0.08146732204624067
12966,455,9,desktop,1559.32,0.03509177849760913
1188,928,1,mobile,3923.17,0.7811447811447811
3463,644,9,desktop,8838.52,0.18596592549812302
124,124,4,tablet,959.68,1.0
9864,498,4,tablet,5451.99,0.05048661800486618
10059,629,4,mobile,933.63,0.06253106670643205
13035,676,10,desktop,4728.61,0.051860375911008824
8168,800,9,mobile,1311.58,0.0979431929480901
18719,28,6,mobile,849.35,0.0014958063999145255
7395,333,8,desktop,1948.95,0.04503042596348884
8492,1,4,tablet,2589.8,0.00011775788977861517
11490,188,3,mobile,2798.84,0.01636205395996519
8548,56,1,desktop,6470.42,0.006551240056153486
10533,547,10,mobile,597.07,0.05193202316529004
15138,112,7,mobile,854.05,0.007398599550799313
19659,798,4,mobile,1927.63,0.040592095223561726
11628,310,8,mobile,8727.03,0.026659786721706227
15843,36,3,desktop,6304.62,0.0022722969134633592
8705,439,1,mobile,7317.18,0.050430786904078116
2114,729,5,mobile,3735.1,0.3448438978240303
1481,592,2,mobile,2171.54,0.399729912221472
1198,826,3,mobile,427.72,0.6894824707846411
19910,595,6,tablet,4910.93,0.029884480160723256
9201,577,3,mobile,5764.1,0.0627105749375068
287,287,3,mobile,8975.18,1.0
12048,640,6,desktop,8826.83,0.05312084993359894
10307,307,5,mobile,4275.62,0.02978558261375764
2192,534,10,desktop,4264.6,0.24361313868613138
18614,728,9,mobile,1653.17,0.03911034705060707
5342,619,1,mobile,2611.62,0.11587420441782104
8649,109,3,tablet,9260.35,0.012602613018846109
5285,372,3,desktop,1453.31,0.07038789025543993
15371,357,6,mobile,9688.56,0.023225554615835014
5876,181,8,desktop,5072.15,0.030803267528931245
12549,356,3,tablet,4593.24,0.028368794326241134
7923,676,3,mobile,1787.65,0.08532121671084185
15817,68,6,mobile,6632.34,0.004299171777201745
7455,292,8,mobile,4625.46,0.03916834339369551
6565,692,6,mobile,3738.1,0.1054074638233054
12837,181,10,mobile,2681.94,0.014099867570304589
17981,466,3,desktop,711.54,0.025916244925198822
13424,434,4,mobile,5217.31,0.03233015494636472
10450,464,1,desktop,3163.44,0.04440191387559809
2655,681,8,mobile,7093.26,0.25649717514124293
3051,914,4,mobile,7249.05,0.2995739101933792
17722,534,6,desktop,3354.46,0.030132039273219727
4827,66,3,mobile,6707.75,0.013673088875077687
5786,21,6,mobile,2623.82,0.003629450397511234
3801,612,9,mobile,7285.38,0.16101026045777428
2880,384,9,desktop,209.97,0.13333333333333333
18072,812,10,mobile,1558.51,0.04493138556883577
2468,615,3,mobile,2487.84,0.2491896272285251
15692,559,3,tablet,7740.71,0.03562324751465715
536,39,4,tablet,710.44,0.07276119402985075
2928,285,7,mobile,1921.17,0.09733606557377049
1656,822,3,mobile,3618.31,0.4963768115942029
13464,602,10,desktop,141.29,0.04471182412358883
15161,597,8,desktop,7633.1,0.03937734977903832
10676,785,8,mobile,5623.05,0.07352941176470588
16666,336,6,mobile,9011.76,0.02016080643225729
7290,188,4,desktop,358.76,0.025788751714677642
5665,671,5,tablet,2750.34,0.11844660194174757
15469,243,2,desktop,7325.95,0.015708837028896503
1689,73,6,mobile,6767.74,0.04322084073416223
259,259,3,mobile,2468.42,1.0
12245,974,6,desktop,5977.09,0.07954267047774602
15473,561,5,mobile,7947.89,0.036256705228462485
6655,101,2,mobile,382.14,0.01517655897821187
16337,514,5,mobile,7190.4,0.03146232478423211
9303,756,5,mobile,2558.37,0.08126410835214447
8344,176,9,mobile,9481.12,0.02109300095877277
14843,238,8,desktop,5405.29,0.016034494374452604
13433,910,7,desktop,382.19,0.06774361646690985
13441,59,3,tablet,4064.13,0.004389554348634774
18791,865,10,desktop,9664.8,0.04603267521685914
1328,99,4,mobile,7317.21,0.07454819277108433
5690,954,6,mobile,3039.77,0.16766256590509665
5685,871,3,mobile,5773.91,0.15321020228671944
9327,954,9,mobile,6011.06,0.10228369250562883
6146,495,8,tablet,282.31,0.08054018874064432
12337,947,6,mobile,1829.39,0.07676096295695874
15749,980,4,mobile,5540.18,0.06222617309035494
5045,514,7,mobile,4057.39,0.10188305252725471
8027,755,3,mobile,1940.88,0.09405755574934596
12741,297,10,desktop,7738.05,0.023310572168589592
16098,211,8,mobile,4915.5,0.013107218287986085
13486,123,1,mobile,3134.23,0.00912056947946018
7116,229,3,mobile,1658.69,0.032181000562113544
14127,594,5,tablet,6131.08,0.04204714376725419
16020,656,5,mobile,6679.3,0.04094881398252185
13852,388,10,mobile,6712.49,0.02801039561074213
18368,140,2,mobile,2241.86,0.007621951219512195
18293,541,10,mobile,5973.62,0.0295741540479965
3267,391,8,mobile,9058.79,0.11968166513621059
12089,270,5,desktop,3564.22,0.022334353544544626
14187,759,7,desktop,2147.13,0.0534996828082047
2537,12,7,desktop,7732.89,0.004729996058336618
15375,867,5,mobile,1809.99,0.056390243902439026
5376,389,8,mobile,2574.8,0.07235863095238096
8959,337,9,mobile,1051.41,0.0376158053354169
7918,506,4,mobile,2715.35,0.06390502652184896
4828,106,4,mobile,4132.83,0.021955260977630488
19108,32,8,mobile,688.37,0.0016746912288046892
5838,74,1,desktop,8723.5,0.012675573826652964
5893,171,4,desktop,5161.06,0.029017478364160867
4623,849,6,desktop,5901.63,0.1836469824789098
5671,69,4,desktop,3744.29,0.01216716628460589
16309,813,6,mobile,6714.86,0.049849776197191734
15346,362,5,mobile,4346.23,0.023589208914375083
10480,649,9,mobile,7625.07,0.061927480916030536
